"Observações"	"Grupos"	"Famílias"	"Taxon Rank"	"Espécies"	"Origem"	"Categoria de Ameaça IUCN"	"Campo Vazio"	"Identificador"	"CatalogNumber"	"OtherCatalogNumbers"	"Herbário"	"GBIF ID"	"Coletor"	"No. coleta"	"Ano de coleta"	"Mês"	"Dia"	"Determinador"	"Estado"	"Município"	"Localidade"	"Latitude"	"Longitude"	"Ocorre em SP segundo Flora 2020?"	"Endemica de SP segundo Flora 2020?"	"cont.spp"	"cont.id"	"Prioritarias_conservacao"	"concat.code"
""	"Angiopermas"	"Clusiaceae"	"ESPECIE"	"Clusia criuva Cambess."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75141"	"75141"	""	"ESA"	2459939362	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"89"	2001	4	12	"Bittrich, V."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	-23.59	-46.42	1	0	"18"	"2"	""	"200141289"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Rhynchospora scalaris L.B.Sm."	""	""	NA	"BRA:ESALQ:ESA:75986"	"75986"	""	"ESA"	2459939364	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"685"	2001	4	17	"Shepherd, G."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos."	0	0	0	0	"3"	"2"	""	"2001417685"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Mikania lindbergii Baker"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75743"	"75743"	""	"ESA"	2459939368	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"600"	2001	4	11	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente."	0	0	1	0	"4"	"2"	""	"2001411600"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia nivea Cambess."	""	"LC"	NA	"BRA:ESALQ:ESA:75225"	"75225"	""	"ESA"	2459939371	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"568"	2001	4	10	"Sobral, M."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente."	0	0	0	0	"4"	"1"	""	"2001410568"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia tomentosa (Aubl.) DC."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75225"	"75225"	""	"ESA"	2459939371	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"568"	2001	4	10	"Sobral, M."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente."	0	0	1	0	"4"	"2"	""	"2001410568"
""	"Angiopermas"	"Chloranthaceae"	"ESPECIE"	"Hedyosmum brasiliense Mart. ex Miq."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75405"	"75405"	""	"ESA"	2459939374	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2186"	2001	4	12	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	-23.59	-46.42	1	0	"24"	"2"	""	"20014122186"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Borreria verticillata (L.) G.Mey."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75951"	"75951"	""	"ESA"	2459939375	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2150"	2001	4	11	"Jung-Menda<e7>olli, S.L."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	0	0	1	0	"4"	"2"	""	"20014112150"
""	"Samambaias e Licófitas"	"Hymenophyllaceae"	"ESPECIE"	"Trichomanes cristatum Kaulf."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75604"	"75604"	""	"ESA"	2459939376	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2028"	2001	4	10	"Dittrich, V.A.O."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente."	0	0	1	0	"3"	"1"	""	"20014102028"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Bathysa australis (A.St.-Hil.) K.Schum."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75427"	"75427"	""	"ESA"	2459939378	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"629"	2001	4	13	"Souza, V.C."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu."	0	0	1	0	"8"	"1"	""	"2001413629"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Primulaceae"	"ESPECIE"	"Myrsine lineata (Mez) Imkhan."	""	"LC"	NA	"BRA:ESALQ:ESA:75387"	"75387"	""	"ESA"	2459939380	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2168"	2001	4	12	"Jung-Menda<e7>olli, S.L."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	0	0	0	0	"6"	"2"	""	"20014122168"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Miconia dodecandra Cogn."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75488"	"75488"	""	"ESA"	2459939381	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"195"	2001	4	16	""	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7\S; 46o49'05,7\W. 30-100msm."	0	0	1	0	"17"	"2"	""	"2001416195"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Polygalaceae"	"ESPECIE"	"Caamembeca salicifolia (Poir.) J.F.B.Pastore"	""	""	NA	"BRA:ESALQ:ESA:75468"	"75468"	""	"ESA"	2459939383	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"175"	2001	4	16	""	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana no entorno do Vale do Rio Mambu."	0	0	0	0	"5"	"3"	""	"2001416175"
""	"Samambaias e Licófitas"	"Hymenophyllaceae"	"ESPECIE"	"Hymenophyllum asplenioides (Sw.) Sw."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75590"	"75590"	""	"ESA"	2459939384	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2014"	2001	4	10	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. 800 m.s.m. Floresta de neblina com campo adjacente."	0	0	1	0	"2"	"1"	""	"20014102014"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Miconia cubatanensis Hoehne"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75401"	"75401"	""	"ESA"	2459939386	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2182"	2001	4	12	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	0	0	1	0	"13"	"2"	""	"20014122182"
""	"Angiopermas"	"Ochnaceae"	"ESPECIE"	"Ouratea sellowii (Planch.) Engl."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75249"	"75249"	""	"ESA"	2459939388	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"65"	2001	4	11	"Yamamoto, K."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	0	0	1	0	"4"	"4"	""	"200141165"
""	"Angiopermas"	"Passifloraceae"	"ESPECIE"	"Passiflora edulis Sims"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75790"	"75790"	""	"ESA"	2459939389	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"223"	2001	4	17	""	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos."	0	0	1	0	"5"	"3"	""	"2001417223"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia plusiantha Kiaersk."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75344"	"75344"	""	"ESA"	2459939394	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"182"	2001	4	16	"Santos, M.F."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7\S; 46o49'05,7\W. 30-100msm."	0	0	1	0	"1"	"1"	""	"2001416182"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Psychotria fluminensis Vell."	""	"VU"	NA	"BRA:ESALQ:ESA:75117"	"75117"	""	"ESA"	2459939396	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"212"	2001	4	17	"Menda<e7>olli, S.L.J."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos."	0	0	0	0	"26"	"3"	""	"2001417212"
""	"Angiopermas"	"Lauraceae"	"ESPECIE"	"Endlicheria paniculata (Spreng.) J.F.Macbr."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75138"	"75138"	""	"ESA"	2459939398	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"233"	2001	4	17	"Baitello, J.B."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4\S; 46o49'27,9\W. 30-180msm."	0	0	1	0	"35"	"1"	""	"2001417233"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Araceae"	"ESPECIE"	"Anthurium sellowianum Kunth"	""	""	NA	"BRA:ESALQ:ESA:75745"	"75745"	""	"ESA"	2459939403	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"648"	2001	4	16	""	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana no entorno do Vale do Rio Mambu"	0	0	0	0	"9"	"2"	""	"2001416648"
""	"Angiopermas"	"Araceae"	"ESPECIE"	"Anthurium gracile (Rudge) Lindl."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75550"	"75550"	""	"ESA"	2459939405	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"107"	2001	4	13	"Nadruz, M."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu"	0	0	1	0	"3"	"1"	""	"2001413107"
""	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Hypolytrum schraderianum Nees"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75957"	"75957"	""	"ESA"	2459939406	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2287"	2001	4	16	"F.Vitta, 2001"	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana no entorno do Vale do Rio Mambu"	0	0	1	0	"7"	"2"	""	"20014162287"
""	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Lagenocarpus rigidus Nees"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75855"	"75855"	""	"ESA"	2459939407	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"16"	2001	4	10	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta de neblina com campo adjacente."	-23.59	-46.44	1	0	"1"	"1"	""	"200141016"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Miconia pusilliflora (DC.) Naudin"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75438"	"75438"	""	"ESA"	2459939415	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"641"	2001	4	13	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7\S; 46o46'31,5\W. 750msm."	0	0	1	0	"17"	"2"	""	"2001413641"
""	"Angiopermas"	"Gentianaceae"	"ESPECIE"	"Macrocarpaea rubra Malme"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:76096"	"76096"	""	"ESA"	2459939418	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"145"	2001	4	13	"Meireles, L.D. et al."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7\S; 46o46'31,5\W. 750msm."	0	0	1	0	"8"	"1"	""	"2001413145"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Clidemia hirta (L.) D.Don"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75971"	"75971"	""	"ESA"	2459939419	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"670"	2001	4	17	"Borges, A."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4\S; 46o49'27,9\W. 30-180msm."	0	0	1	0	"4"	"2"	""	"2001417670"
""	"Angiopermas"	"Fabaceae"	"ESPECIE"	"Inga vulpina Mart. ex Benth."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75172"	"75172"	""	"ESA"	2459939421	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2189"	2001	4	13	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu."	0	0	1	0	"4"	"1"	""	"20014132189"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Psychotria pedunculosa Rich."	""	"LC"	NA	"BRA:ESALQ:ESA:75097"	"75097"	""	"ESA"	2459939422	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"192"	2001	4	17	"Menda<e7>olli, S.L.J."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos."	0	0	0	0	"6"	"2"	""	"2001417192"
""	"Angiopermas"	"Araceae"	"ESPECIE"	"Anthurium marense K.Krause"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75891"	"75891"	""	"ESA"	2459939423	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"143"	2001	4	14	"Nadruz, M."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Subosque de Pinus com ca. 40 anos de plantio"	-23.59	-46.44	1	0	"4"	"2"	""	"2001414143"
""	"Angiopermas"	"Araceae"	"ESPECIE"	"Monstera adansonii Schott"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75767"	"75767"	""	"ESA"	2459939431	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"200"	2001	4	17	"Andrade, I.M."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos."	0	0	1	0	"2"	"2"	""	"2001417200"
""	"Angiopermas"	"Malpighiaceae"	"ESPECIE"	"Stigmaphyllon puberulum Griseb."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75838"	"75838"	""	"ESA"	2459939433	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"197"	2001	4	16	""	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7\S; 46o49'05,7\W. 30-100msm."	0	0	1	0	"2"	"2"	""	"2001416197"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Heterocondylus alatus (Vell.) R.M.King & H.Rob."	""	""	NA	"BRA:ESALQ:ESA:75955"	"75955"	""	"ESA"	2459939436	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2154"	2001	4	11	"Semir, J., 2001"	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente."	0	0	0	0	"4"	"1"	""	"20014112154"
""	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Rhynchospora rugosa (Vahl) Gale"	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75915"	"75915"	""	"ESA"	2459939439	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2114"	2001	4	11	"F.Vitta, 2001"	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	-23.59	-46.44	1	0	"1"	"1"	""	"20014112114"
""	"Angiopermas"	"Arecaceae"	"ESPECIE"	"Geonoma schottiana Mart."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75463"	"75463"	""	"ESA"	2459939442	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"53"	2001	4	10	"Souza, J.P."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta de neblina com campo adjacente."	-23.59	-46.44	1	0	"6"	"1"	""	"200141053"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Loranthaceae"	"ESPECIE"	"Struthanthus acuminatus (Ruiz & Pav.) Kuijt"	""	""	NA	"BRA:ESALQ:ESA:75569"	"75569"	""	"ESA"	2459939446	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"126"	2001	4	13	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7\S; 46o46'31,5\W"	0	0	0	0	"10"	"2"	""	"2001413126"
